word,back,tags
満杯,<b>Reading:</b> まんぱい<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no') full,N2 common kanji
満了,<b>Reading:</b> まんりょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb; intransitive verb) expiration; termination,N2 common kanji
味が薄い,"<b>Reading:</b> あじがうすい<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); adjective (keiyoushi)) lightly seasoned",N2 kanji
味方,<b>Reading:</b> みかた<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no') friend; ally; supporter<br>2. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb) taking sides (with); supporting; standing by; backing up<br><br><b>Examples:</b><br>1. 私は民主主義の味方だ。<br>→ I am on the side of democracy.,N2 common kanji
未婚,<b>Reading:</b> みこん<br><br><b>Meanings:</b><br>1. (nouns which may take the genitive case particle 'no'; noun (common) (futsuumeishi)) unmarried; not yet married<br><br><b>Examples:</b><br>1. その実験は未婚の男性１００人を対象に行われた。<br>→ The experiment was made on a hundred unmarried males.,N2 common kanji
未婚者,<b>Reading:</b> みこんしゃ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) unmarried person,N2 kanji
未払い,"<b>Reading:</b> みはらい, みばらい<br><br><b>Meanings:</b><br>1. (nouns which may take the genitive case particle 'no'; noun (common) (futsuumeishi)) unpaid; overdue<br><br><b>Examples:</b><br>1. 私にはまだ未払いの借金が１００ドルある。<br>→ My unpaid liabilities are still $100.",N2 common kanji
未払い込み,<b>Reading:</b> みはらいこみ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) not paid up (capital),N2 kanji
未払費用,<b>Reading:</b> みはらいひよう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) accrued expenses,N2 kanji
未来完了,<b>Reading:</b> みらいかんりょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) future perfect tense,N2 kanji
未了,<b>Reading:</b> みりょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no') unfinished; unfilled (order); unexecuted,N2 kanji
眠り薬,<b>Reading:</b> ねむりぐすり<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) sleeping powder; sleeping drug; narcotic; anaesthetic; anesthetic,N2 kanji
無双,"<b>Reading:</b> むそう, ぶそう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no') peerless; unparalleled; unparallelled; matchless<br>2. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru) mowing down the enemy <i>(slang)</i><br><br><b>Examples:</b><br>1. 古今無双の勇士だ。<br>→ He is the bravest soldier that ever lived.",N2 kanji
無帽,<b>Reading:</b> むぼう<br><br><b>Meanings:</b><br>1. (nouns which may take the genitive case particle 'no') bare-headed; uncovered,N2 kanji
娘,"<b>Reading:</b> むすめ, こ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) daughter<br>2. (noun (common) (futsuumeishi)) girl (i.e. a young, unmarried woman)<br><br><b>Examples:</b><br>1. 彼女は娘の身支度を手伝った。<br>→ She aided her daughter in dressing.<br><br>1. 私は若い娘の厚化粧は好まない。<br>→ I don't like heavy makeup on a young girl.",N2 common kanji
娘さん,<b>Reading:</b> むすめさん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) daughter <i>(honorific or respectful (sonkeigo) language)</i><br><br><b>Examples:</b><br>1. あなたの娘さんはいつ成年に達したのですか。<br>→ When did your daughter come of age?,N2 kanji
娘心,<b>Reading:</b> むすめごころ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) girlish mind; girlish innocence,N2 kanji
冥土,<b>Reading:</b> めいど<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Hades; the underworld; the other world; realm of the dead,N2 kanji
名刺,"<b>Reading:</b> めいし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) business card<br><br><b>Examples:</b><br>1. 「私の名刺です。追加情報があったらいつでも連絡下さい」と記者は言った。<br>→ ""Here is my business card. Please call me anytime with more information,"" said the reporter.",N2 common kanji
明けましておめでとうございます,"<b>Reading:</b> あけましておめでとうございます<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) Happy New Year <i>(polite (teineigo) language; word usually written using kana alone)</i>",N2 common kanji
明け渡す,<b>Reading:</b> あけわたす<br><br><b>Meanings:</b><br>1. (Godan verb with 'su' ending; transitive verb) to vacate; to surrender (e.g. a castle); to give up (e.g. a position); to hand over (e.g. power)<br><br><b>Examples:</b><br>1. 彼らはその高地を敵軍に明け渡した。<br>→ They abandoned the hill to enemy forces.,N2 kanji
迷い込む,<b>Reading:</b> まよいこむ<br><br><b>Meanings:</b><br>1. (Godan verb with 'mu' ending; intransitive verb) to stray into; to lose one's way (and enter); to wander into<br><br><b>Examples:</b><br>1. 道に迷った犬が昨日私たちの近所に迷い込んできた。<br>→ A lost dog strayed into our neighborhood yesterday.,N2 kanji
鳴り渡る,<b>Reading:</b> なりわたる<br><br><b>Meanings:</b><br>1. (Godan verb with 'ru' ending; intransitive verb) to resound (echo) far and wide,N2 kanji
面汚し,<b>Reading:</b> つらよごし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) disgrace; shame<br><br><b>Examples:</b><br>1. あいつは一家のつらよごし。<br>→ He is the black sheep of the family.,N2 kanji
面倒,<b>Reading:</b> めんどう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); adjectival nouns or quasi-adjectives (keiyodoshi)) trouble; bother<br>2. (noun (common) (futsuumeishi); adjectival nouns or quasi-adjectives (keiyodoshi)) trouble; difficulty<br>3. (noun (common) (futsuumeishi)) care; attention<br><br><b>Examples:</b><br>1. おじはいつも私たちの面倒をよくみてくれた。<br>→ My uncle always did well by us.,N2 common kanji
毛髪,<b>Reading:</b> もうはつ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) hair,N2 kanji
毛抜き,<b>Reading:</b> けぬき<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) (hair) tweezers; nippers,N2 kanji
目を三角にして怒る,"<b>Reading:</b> めをさんかくにしておこる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Godan verb with 'ru' ending) to be really angry",N2 kanji
目処,"<b>Reading:</b> めど, もくと, メド<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) aim; goal <i>(word usually written using kana alone)</i><br>2. (noun (common) (futsuumeishi)) prospect; outlook",N2 common kanji
目抜き通り,<b>Reading:</b> めぬきどおり<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) principal street; main street; major road; thoroughfare,N2 kanji
戻す,"<b>Reading:</b> もどす<br><br><b>Meanings:</b><br>1. (Godan verb with 'su' ending; transitive verb) to put back; to return; to give back; to restore (to a previous state, e.g. defrosting, reconstituting, reconciling); to turn back (e.g. clock hand)<br>2. (Godan verb with 'su' ending; transitive verb) to vomit; to throw up<br>3. (Godan verb with 'su' ending; intransitive verb) to recover (of a market price)<br><br><b>Examples:</b><br>1. その本を棚に戻しておきなさい。<br>→ Put the book back on the shelf.",N2 common kanji
戻り,<b>Reading:</b> もどり<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) return; reaction; recovery<br>2. (noun (common) (futsuumeishi)) return (from a procedure),N2 common kanji
戻り道,<b>Reading:</b> もどりみち<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) the way back,N2 kanji
戻る,<b>Reading:</b> もどる<br><br><b>Meanings:</b><br>1. (Godan verb with 'ru' ending; intransitive verb) to turn back (e.g. half-way)<br>2. (Godan verb with 'ru' ending; intransitive verb) to return; to go back<br>3. (Godan verb with 'ru' ending; intransitive verb) to recover (e.g. something lost); to be returned<br>4. (Godan verb with 'ru' ending; intransitive verb) to rebound; to spring back<br><br><b>Examples:</b><br>1. やってしまったことは元に戻らない。<br>→ What is done cannot be undone.,N2 common kanji
問い詰める,<b>Reading:</b> といつめる<br><br><b>Meanings:</b><br>1. (Ichidan verb; transitive verb) to press a question; to cross-examine,N2 kanji
夜詰め,<b>Reading:</b> よづめ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) night watch,N2 kanji
夜光塗料,<b>Reading:</b> やこうとりょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) luminous paint,N2 kanji
夜盗,<b>Reading:</b> やとう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no') night burglar<br><br><b>Examples:</b><br>1. ２人の警官は夜盗を逮捕した。２人は夜盗がミラー夫人宅にしのび込もうとした現場を押さえたのだ。<br>→ Two policemen arrested a burglar. They caught him sneaking into Mrs. Miller's.,N2 kanji
夜盗虫,"<b>Reading:</b> やとうむし, よとうむし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) cutworm; army worm",N2 kanji
夜逃げ,"<b>Reading:</b> よにげ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb) running off in the night (to leave one's old life behind, e.g. to get away from debt); moonlight flit; skipping town overnight; upping and leaving under the cover of darkness; midnight vanishing act<br><br><b>Examples:</b><br>1. 彼は借金がたまって夜逃げ同然に町を去った。<br>→ He was deeply in debt. And he and his family skipped town.",N2 kanji
夜這い,<b>Reading:</b> よばい<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb) creeping at night into a woman's bedroom; stealing into a girl's bedroom at night to make love; sneaking visit,N2 kanji
夜泊,<b>Reading:</b> やはく<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru) night mooring,N2 kanji
野放図,<b>Reading:</b> のほうず<br><br><b>Meanings:</b><br>1. (adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi)) wild; unruly; arrogant<br>2. (adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi)) endless (e.g. spending); uncontrolled; rampant (e.g. weeds),N2 kanji
野良猫,"<b>Reading:</b> のらねこ, ノラネコ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) stray cat; alley cat",N2 kanji
踊る,<b>Reading:</b> おどる<br><br><b>Meanings:</b><br>1. (Godan verb with 'ru' ending; intransitive verb) to dance (orig. a hopping dance)<br>2. (Godan verb with 'ru' ending; intransitive verb) to be manipulated; to dance to someone's tune<br><br><b>Examples:</b><br>1. なぜ彼と踊らなかったの？<br>→ Why didn't you dance with him?,N2 common kanji
脂汗,<b>Reading:</b> あぶらあせ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) cold sweat; greasy sweat,N2 kanji
油気,<b>Reading:</b> あぶらけ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) oiliness; greasiness,N2 kanji
油脂,<b>Reading:</b> ゆし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) fats and oils,N2 common kanji
優越,"<b>Reading:</b> ゆうえつ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb) supremacy; predominance; being superior to<br><br><b>Examples:</b><br>1. 憲法の規定に従い衆院の議決が参院に優越する。<br>→ Under the Constitution, the lower chamber's resolutions override those of the upper chamber.",N2 kanji
優越感,<b>Reading:</b> ゆうえつかん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) superiority complex; sense of superiority<br><br><b>Examples:</b><br>1. あんなに美人なんだから、彼女も優越感を感じているんだろうな、きっと。<br>→ I'll bet it gives her a feeling of superiority to be so beautiful.,N2 common kanji
優越権,<b>Reading:</b> ゆうえつけん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) special rights; predominant rights,N2 kanji
優越性,<b>Reading:</b> ゆうえつせい<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) supremacy; predominance,N2 kanji
優越複合,<b>Reading:</b> ゆうえつふくごう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) superiority complex,N2 kanji
優柔,<b>Reading:</b> ゆうじゅう<br><br><b>Meanings:</b><br>1. (adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi)) indecisive; irresolute; weak,N2 kanji
優柔不断,<b>Reading:</b> ゆうじゅうふだん<br><br><b>Meanings:</b><br>1. (adjectival nouns or quasi-adjectives (keiyodoshi); nouns which may take the genitive case particle 'no'; noun (common) (futsuumeishi)) indecisive; irresolute; shilly-shally; vacillating <i>(yojijukugo)</i><br><br><b>Examples:</b><br>1. 彼の優柔不断さにイライラした。<br>→ I was irritated by his indecision.,N2 common kanji
優勝杯,<b>Reading:</b> ゆうしょうはい<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) championship cup,N2 kanji
優生結婚,<b>Reading:</b> ゆうせいけっこん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) eugenic marriage,N2 kanji
勇み肌,<b>Reading:</b> いさみはだ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) gallantry,N2 kanji
有り触れた,<b>Reading:</b> ありふれた<br><br><b>Meanings:</b><br>1. (noun or verb acting prenominally) common; commonplace; ordinary; familiar; everyday; garden-variety; trite; stale; hackneyed; stereotyped <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 全くありふれた人間にすぎない。<br>→ He is just an ordinary person.,N2 common kanji
有難うございます,"<b>Reading:</b> ありがとうございます<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) thank you <i>(polite (teineigo) language; word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 親切なお手紙をいただきありがとうございます。<br>→ I appreciate your kind letter.",N2 common kanji
有感地震,<b>Reading:</b> ゆうかんじしん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) perceptible earthquake,N2 kanji
有袋類,<b>Reading:</b> ゆうたいるい<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) marsupial,N2 kanji
由緒,<b>Reading:</b> ゆいしょ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) history; pedigree; lineage,N2 common kanji
郵袋,<b>Reading:</b> ゆうたい<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) mailbag<br><br><b>Examples:</b><br>1. 印刷物には、特別郵袋印刷物というのがあります。<br>→ Included in the printed matter category is what is called 'special mailbag printed matter'.,N2 kanji
郵便袋,<b>Reading:</b> ゆうびんぶくろ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) mail bag,N2 kanji
夕涼み,<b>Reading:</b> ゆうすずみ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb) cooling oneself outdoors on a summer evening; enjoying the evening cool,N2 kanji
予震,<b>Reading:</b> よしん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) preliminary tremor,N2 kanji
余煙,<b>Reading:</b> よえん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) lingering smoke,N2 kanji
余計なお世話,"<b>Reading:</b> よけいなおせわ<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); noun (common) (futsuumeishi)) none of your business; not your concern<br><br><b>Examples:</b><br>1. そんなことは余計なお世話だ。<br>→ Mind your own business.",N2 kanji
余震,<b>Reading:</b> よしん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) aftershock,N2 common kanji
余滴,<b>Reading:</b> よてき<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) drippings,N2 kanji
余齢,<b>Reading:</b> よれい<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) life expectancy,N2 kanji
与え,<b>Reading:</b> あたえ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) gift; godsend,N2 kanji
与える,<b>Reading:</b> あたえる<br><br><b>Meanings:</b><br>1. (Ichidan verb; transitive verb) to give (esp. to someone of lower status); to bestow; to grant; to confer; to present; to award<br>2. (Ichidan verb; transitive verb) to provide; to afford; to offer; to supply<br>3. (Ichidan verb; transitive verb) to assign<br>4. (Ichidan verb; transitive verb) to cause<br>5. (Ichidan verb; transitive verb) to pass (a variable to a function)<br><br><b>Examples:</b><br>1. 人は天から与えられるのでなければ、なにもうけることはできません。<br>→ A man can receive only what is given to him from heaven.,N2 common kanji
与え主,<b>Reading:</b> あたえぬし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) giver,N2 kanji
与する,<b>Reading:</b> くみする<br><br><b>Meanings:</b><br>1. (suru verb - included; intransitive verb) to take part in; to be a party to; to side with; to support; to agree with<br><br><b>Examples:</b><br>1. 私は彼の思想には組しない。<br>→ I don't support his ideas.,N2 kanji
与る,<b>Reading:</b> あずかる<br><br><b>Meanings:</b><br>1. (Godan verb with 'ru' ending; intransitive verb) to participate in; to take part in; to play a part in <i>(word usually written using kana alone)</i><br>2. (Godan verb with 'ru' ending; intransitive verb) to receive; to be given; to enjoy [from someone of higher status] <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. クラブの今日の発展にはこれらの人々の努力があずかって大いに力があった。<br>→ What this club is today is largely due to the effort of these people.,N2 kanji
与件,<b>Reading:</b> よけん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) postulate; given conditions; data,N2 kanji
与国,<b>Reading:</b> よこく<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) allied nation; ally <i>(formal or literary term)</i>,N2 kanji
与信,<b>Reading:</b> よしん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) credit<br><br><b>Examples:</b><br>1. 彼の仕事は与信管理です。<br>→ His job is to manage credit authorization.,N2 kanji
与太,"<b>Reading:</b> よた, ヨタ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) idle talk; nonsense; rubbish; humbug<br>2. (noun (common) (futsuumeishi)) fool; idiot; good-for-nothing fellow<br>3. (adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi)) irresponsible; nonsensical<br><br><b>Examples:</b><br>1. むろん信用していいとも。君にヨタ情報を教えたことが一度でもあったかい。<br>→ Of course you can trust me. Have I ever given you a bum steer before?",N2 kanji
与太る,<b>Reading:</b> よたる<br><br><b>Meanings:</b><br>1. (Godan verb with 'ru' ending; intransitive verb) to live a wicked life; to play the gangster; to commit delinquency <i>(colloquial)</i><br>2. (Godan verb with 'ru' ending; intransitive verb) to say nonsense; to spout rubbish; to talk humbug <i>(colloquial)</i>,N2 kanji
与太話,"<b>Reading:</b> よたばなし, ヨタばなし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) idle gossip; foolish talk; yarn",N2 kanji
与点,<b>Reading:</b> よてん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) point given,N2 kanji
与党,<b>Reading:</b> よとう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) ruling party; government party; party in power; government<br><br><b>Examples:</b><br>1. 与党は野党非難のキャンペーンを展開しています。<br>→ The ruling party is running a smear campaign against the opposition.,N2 common kanji
与野党,<b>Reading:</b> よやとう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) ruling and opposition parties; parties in and out of power<br><br><b>Examples:</b><br>1. 国会の動きはこの問題をめぐる与野党間の政治的綱引きとなった。<br>→ Parliamentary activity has become a political tug of war between the ruling and opposition parties over the issue.,N2 common kanji
洋菓子,<b>Reading:</b> ようがし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Western confectionery,N2 kanji
洋芥子,<b>Reading:</b> ようがらし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) mustard,N2 kanji
溶けやすい,<b>Reading:</b> とけやすい<br><br><b>Meanings:</b><br>1. (adjective (keiyoushi)) low-melting; easily thawed<br>2. (adjective (keiyoushi)) soluble,N2 kanji
溶液,"<b>Reading:</b> ようえき<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) solution (liquid)<br><br><b>Examples:</b><br>1. リトマス紙で溶液の液性（酸性、中性、塩基性）を調べるときは、リトマス紙をすべて溶液に浸すのではなく、紙の先端の部分だけを浸します。<br>→ When investigating the pH (acidic, neutral, alkaline) of a liquid, don't soak the litmus paper completely in the liquid but just put the end of the paper in it.",N2 common kanji
溶解,<b>Reading:</b> ようかい<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb; intransitive verb) dissolution; dissolving; solution (e.g. chemical)<br>2. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb; intransitive verb) melting; liquefying; fusion<br><br><b>Examples:</b><br>1. 空気中の酸素は水に溶解する。<br>→ Oxygen from the air dissolves in water.,N2 common kanji
溶岩,<b>Reading:</b> ようがん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) lava<br><br><b>Examples:</b><br>1. その火山は溶岩を流し出した。<br>→ The volcano poured molten rock.,N2 common kanji
溶接,<b>Reading:</b> ようせつ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb) welding,N2 common kanji
溶発,<b>Reading:</b> ようはつ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) ablative shield (rocket),N2 kanji
用意周到,<b>Reading:</b> よういしゅうとう<br><br><b>Meanings:</b><br>1. (adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi)) very careful; thoroughly prepared <i>(yojijukugo)</i><br><br><b>Examples:</b><br>1. 用意周到に見えてどこかで抜けてるしな。<br>→ It looks well prepared but you see there'll be a slip somewhere.,N2 kanji
用途,<b>Reading:</b> ようと<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) use; service; purpose<br><br><b>Examples:</b><br>1. その発見はいろいろな用途に応用できる。<br>→ We can apply the discovery to various uses.,N2 common kanji
踊り,<b>Reading:</b> おどり<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) dance<br><br><b>Examples:</b><br>1. 私のガールフレンドは踊りがうまい。<br>→ My girlfriend is a good dancer.,N2 common kanji
踊り子,"<b>Reading:</b> おどりこ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) dancer (usu. female)<br><br><b>Examples:</b><br>1. つまり彼女は下手な踊り子だ。<br>→ That is, she is a poor dancer.",N2 common kanji
踊り場,<b>Reading:</b> おどりば<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) place for dancing; dance floor<br>2. (noun (common) (futsuumeishi)) landing (of a staircase)<br>3. (noun (common) (futsuumeishi)) leveling off (e.g. in the economy); cooling off; (period of) stagnation; lull; plateau,N2 common kanji
頼み込む,"<b>Reading:</b> たのみこむ<br><br><b>Meanings:</b><br>1. (Godan verb with 'mu' ending; transitive verb) to request earnestly<br><br><b>Examples:</b><br>1. 男は頼み込んだ。「御願いします、オレの両腕を折っちゃってください！」<br>→ The patient implored, ""Please ... Break my arms!""",N2 kanji
頼む,<b>Reading:</b> たのむ<br><br><b>Meanings:</b><br>1. (Godan verb with 'mu' ending; transitive verb) to request; to beg; to ask<br>2. (Godan verb with 'mu' ending; transitive verb) to call; to order; to reserve<br>3. (Godan verb with 'mu' ending; transitive verb) to entrust to<br>4. (Godan verb with 'mu' ending; transitive verb) to rely on [esp. 恃む]<br>5. (interjection (kandoushi)) please; please do; help me out here <i>(colloquial)</i><br><br><b>Examples:</b><br>1. あなたに頼んでもよろしいですか。<br>→ May I request a favour of you?<br><br>1. 私が頼んだものがまだ届いていません。<br>→ I'm still waiting for my order.,N2 common kanji
頼もしい,<b>Reading:</b> たのもしい<br><br><b>Meanings:</b><br>1. (adjective (keiyoushi)) reliable; dependable; trustworthy; reassuring<br>2. (adjective (keiyoushi)) hopeful; promising<br><br><b>Examples:</b><br>1. 彼は頼もしい男だ。<br>→ He is a man to be depended on.,N2 common kanji
頼り,<b>Reading:</b> たより<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) reliance; dependence<br><br><b>Examples:</b><br>1. 私は何も頼りにするものがない。<br>→ I have nothing to fall back on.,N2 common kanji
頼りない,<b>Reading:</b> たよりない<br><br><b>Meanings:</b><br>1. (adjective (keiyoushi)) unreliable; undependable; indefinite; vague<br>2. (adjective (keiyoushi)) helpless; forlorn; forsaken<br>3. (adjective (keiyoushi)) worried; uneasy,N2 common kanji
頼信紙,<b>Reading:</b> らいしんし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) telegram form; telegram blank,N2 kanji
絡まる,<b>Reading:</b> からまる<br><br><b>Meanings:</b><br>1. (Godan verb with 'ru' ending; intransitive verb) to be entwined; to be involved<br><br><b>Examples:</b><br>1. 網がスクリューに絡まった。<br>→ The net got entangled in the propeller.,N2 kanji
絡み合う,"<b>Reading:</b> からみあう<br><br><b>Meanings:</b><br>1. (Godan verb with 'u' ending; intransitive verb) to intertwine; to become entangled; to get tangled (together)<br>2. (Godan verb with 'u' ending; intransitive verb) to become intertwined (of matters, interests, etc.); to become connected; to become linked",N2 common kanji
絡みつく,<b>Reading:</b> からみつく<br><br><b>Meanings:</b><br>1. (Godan verb with 'ku' ending; intransitive verb) to twine around; to twist around; to coil around<br>2. (Godan verb with 'ku' ending; intransitive verb) to pester; to hassle<br><br><b>Examples:</b><br>1. このつる草は木にからみつきます。<br>→ This vine winds around trees.,N2 kanji
絡む,<b>Reading:</b> からむ<br><br><b>Meanings:</b><br>1. (Godan verb with 'mu' ending; intransitive verb) to twine; to get tangled; to get entangled; to get caught (in)<br>2. (Godan verb with 'mu' ending; intransitive verb) to be involved (e.g. of money in a matter); to get involved (in); to be a factor (in); to have an influence<br>3. (Godan verb with 'mu' ending; intransitive verb) to pick a quarrel (with); to find fault (with); to pester; to hassle<br><br><b>Examples:</b><br>1. 彼らのけんかには多くの要因がからんでいる。<br>→ There are many factors behind the quarrel between them.<br><br>1. 居酒屋で変なおっさんにからまれた。<br>→ I was given a hard time by a strange guy at the tavern.,N2 common kanji
落ちぶれる,<b>Reading:</b> おちぶれる<br><br><b>Meanings:</b><br>1. (Ichidan verb; intransitive verb) to come down in the world; to fall low; to be ruined; to be reduced to poverty; to fall on hard times<br><br><b>Examples:</b><br>1. いまはおちぶれているがスミスさんは昔、たいしたものだったんだ。<br>→ Mr Smith is poor but he has seen better days.,N2 kanji
落ち込む,"<b>Reading:</b> おちこむ<br><br><b>Meanings:</b><br>1. (Godan verb with 'mu' ending; intransitive verb) to feel down; to feel sad; to be depressed; to be in low spirits<br>2. (Godan verb with 'mu' ending; intransitive verb) to be in a slump (business, economy, etc.); to be in an unfavourable condition<br>3. (Godan verb with 'mu' ending; intransitive verb) to fall into (e.g. a hole)<br><br><b>Examples:</b><br>1. ちょっとしたことで直ぐに落ち込んでしまいます。<br>→ I get depressed by the slightest things.<br><br>1. １年前に比べれば価格は大きく落ち込んでいる。<br>→ Compared with the level of a year ago, the price is sharply lower.",N2 common kanji
落ち着き払う,<b>Reading:</b> おちつきはらう<br><br><b>Meanings:</b><br>1. (Godan verb with 'u' ending; intransitive verb) to stay calm; to keep cool<br><br><b>Examples:</b><br>1. 私は落ち着き払っていた。<br>→ I was cool as a cucumber.,N2 kanji
